"ESTU_TIPODOCUMENTO","ESTU_NACIONALIDAD","ESTU_GENERO","ESTU_FECHANACIMIENTO","PERIODO","ESTU_CONSECUTIVO","ESTU_ESTUDIANTE","ESTU_PAIS_RESIDE","ESTU_TIENEETNIA","ESTU_DEPTO_RESIDE","ESTU_COD_RESIDE_DEPTO","ESTU_MCPIO_RESIDE","ESTU_COD_RESIDE_MCPIO","FAMI_ESTRATOVIVIENDA","FAMI_PERSONASHOGAR","FAMI_CUARTOSHOGAR","FAMI_EDUCACIONPADRE","FAMI_EDUCACIONMADRE","FAMI_TRABAJOLABORPADRE","FAMI_TRABAJOLABORMADRE","FAMI_TIENEINTERNET","FAMI_TIENESERVICIOTV","FAMI_TIENECOMPUTADOR","FAMI_TIENELAVADORA","FAMI_TIENEHORNOMICROOGAS","FAMI_TIENEAUTOMOVIL","FAMI_TIENEMOTOCICLETA","FAMI_TIENECONSOLAVIDEOJUEGOS","FAMI_NUMLIBROS","FAMI_COMELECHEDERIVADOS","FAMI_COMECARNEPESCADOHUEVO","FAMI_COMECEREALFRUTOSLEGUMBRE","FAMI_SITUACIONECONOMICA","ESTU_DEDICACIONLECTURADIARIA","ESTU_DEDICACIONINTERNET","ESTU_HORASSEMANATRABAJA","ESTU_TIPOREMUNERACION","COLE_CODIGO_ICFES","COLE_COD_DANE_ESTABLECIMIENTO","COLE_NOMBRE_ESTABLECIMIENTO","COLE_GENERO","COLE_NATURALEZA","COLE_CALENDARIO","COLE_BILINGUE","COLE_CARACTER","COLE_COD_DANE_SEDE","COLE_NOMBRE_SEDE","COLE_SEDE_PRINCIPAL","COLE_AREA_UBICACION","COLE_JORNADA","COLE_COD_MCPIO_UBICACION","COLE_MCPIO_UBICACION","COLE_COD_DEPTO_UBICACION","COLE_DEPTO_UBICACION","ESTU_PRIVADO_LIBERTAD","ESTU_COD_MCPIO_PRESENTACION","ESTU_MCPIO_PRESENTACION","ESTU_DEPTO_PRESENTACION","ESTU_COD_DEPTO_PRESENTACION","PUNT_LECTURA_CRITICA","PERCENTIL_LECTURA_CRITICA","DESEMP_LECTURA_CRITICA","PUNT_MATEMATICAS","PERCENTIL_MATEMATICAS","DESEMP_MATEMATICAS","PUNT_C_NATURALES","PERCENTIL_C_NATURALES","DESEMP_C_NATURALES","PUNT_SOCIALES_CIUDADANAS","PERCENTIL_SOCIALES_CIUDADANAS","DESEMP_SOCIALES_CIUDADANAS","PUNT_INGLES","PERCENTIL_INGLES","DESEMP_INGLES","PUNT_GLOBAL","PERCENTIL_GLOBAL","ESTU_ESTADOINVESTIGACION","ESTU_GENERACION-E"
"TI","COLOMBIA","M","08/05/2002","20,201","SB11202010022720","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 5","3 a 4","Tres","Educación profesional completa","Postgrado","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Si","Si","Si","Si","Si","Si","No","Si","26 A 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Igual","Entre 30 y 60 minutos","Entre 1 y 3 horas","Entre 11 y 20 horas","Si, en efectivo y especie","142851","311001107513","COLEGIO VICTORIA","MIXTO","NO OFICIAL","B","S","ACADÉMICO","311,001,107,513","COLEGIO VICTORIA - SEDE PRINCIPAL","S","URBANO","COMPLETA","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","64","62","3","75","91","4","70","86","3","63","68","3","77","72","B1","343","80","PUBLICAR","NO"
"TI","COLOMBIA","M","08/05/2002","20,201","SB11202010069203","ESTUDIANTE","COLOMBIA","No","VALLE","76","CALI","76,001","Estrato 6","1 a 2","Tres","Educación profesional completa","Educación profesional completa","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Si","Si","Si","Si","Si","Si","Si","Si","26 A 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Peor","Entre 1 y 2 horas","Más de 3 horas","Menos de 10 horas","Si, en efectivo","020024","376001000861","COLEGIO DE SAN LUIS GONZAGA","MIXTO","NO OFICIAL","B","N","ACADÉMICO","376,001,000,861","COLEGIO DE SAN LUIS GONZAGA","S","URBANO","MAÑANA","76001","CALI","76","VALLE","N","76001","CALI","VALLE","76","76","95","4","63","59","3","62","65","3","58","55","3","68","52","B1","325","68","PUBLICAR","NO"
"TI","COLOMBIA","M","08/05/2002","20,201","SB11202010072910","ESTUDIANTE","COLOMBIA","No","SANTANDER","68","BUCARAMANGA","68,001","Estrato 3","3 a 4","Cuatro","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Trabaja por cuenta propia (por ejemplo plomero, electricista)","Es vendedor o trabaja en atención al público","Si","Si","Si","Si","Si","Si","Si","No","26 A 100 LIBROS","3 a 5 veces por semana","Todos o casi todos los días","1 o 2 veces por semana","Mejor","Entre 1 y 2 horas","Más de 3 horas","Más de 30 horas","Si, en efectivo","137026","368001004651","COLEGIO PRINCIPE SAN CARLOS","MIXTO","NO OFICIAL","A","N","ACADÉMICO","368,001,004,651","COL  PRINCIPE SAN CARLOS","S","URBANO","TARDE","68001","BUCARAMANGA","68","SANTANDER","N","68001","BUCARAMANGA","SANTANDER","68","68","76","4","68","74","3","61","62","3","75","94","4","71","57","B1","341","78","PUBLICAR","NO"
"TI","COLOMBIA","M","08/05/2002","20,201","SB11202010074531","ESTUDIANTE","COLOMBIA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"022012","411769000101","COL SAN VIATOR","MASCULINO","NO OFICIAL","B","N","ACADÉMICO","411,769,000,101","COLEGIO SAN VIATOR BILINGUE INTERNACIONAL","S","RURAL","COMPLETA","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","53","28","3","55","37","3","51","35","2","48","31","2","62","42","A2","263","33","PUBLICAR","NO"
"TI","COLOMBIA","M","08/05/2003","20,201","SB11202010006920","ESTUDIANTE","COLOMBIA","No","VALLE","76","CALI","76,001","Estrato 5","3 a 4","Tres","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Es vendedor o trabaja en atención al público","Trabaja en el hogar, no trabaja o estudia","Si","Si","Si","Si","No","Si","No","Si","11 A 25 LIBROS","Todos o casi todos los días","3 a 5 veces por semana","1 o 2 veces por semana","Mejor","Entre 30 y 60 minutos","Más de 3 horas","0","No","017814","376001001868","LICEO  JUAN  XXIII","MIXTO","NO OFICIAL","B","N","ACADÉMICO","376,001,001,868","LICEO  JUAN  XXIII","S","URBANO","COMPLETA","76001","CALI","76","VALLE","N","76001","CALI","VALLE","76","68","77","4","65","65","3","65","75","3","67","78","3","59","37","A2","328","71","PUBLICAR","NO"
"TI","COLOMBIA","M","08/05/2003","20,201","SB11202010007507","ESTUDIANTE","COLOMBIA","No","VALLE","76","GUADALAJARA DE BUGA","76,111","Estrato 2","3 a 4","Tres","No sabe","No sabe","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","Si","Si","Si","Si","Si","Si","Si","26 A 100 LIBROS","3 a 5 veces por semana","3 a 5 veces por semana","1 o 2 veces por semana","Igual","Entre 1 y 2 horas","30 minutos o menos","0","No","094755","376111002673","LICEO JUVENIL","MIXTO","NO OFICIAL","B","N","TÉCNICO/ACADÉMICO","376,111,002,673","LIC JUVENIL","S","URBANO","COMPLETA","76111","GUADALAJARA DE BUGA","76","VALLE","N","76111","GUADALAJARA DE BUGA","VALLE","76","69","80","4","71","83","4","67","79","3","74","93","4","75","65","B1","353","85","PUBLICAR","NO"
"TI","COLOMBIA","M","08/05/2003","20,201","SB11202010011028","ESTUDIANTE","COLOMBIA","No","ATLANTICO","08","BARRANQUILLA","8,001","Estrato 4","3 a 4","Tres","Educación profesional completa","Educación profesional completa","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","Si","Si","Si","Si","Si","No","Si","26 A 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","1 o 2 veces por semana","Igual","30 minutos o menos","Más de 3 horas","0","No","051425","308001011353","COLEGIO ANGLOCOLOMBIA","MIXTO","NO OFICIAL","B","N","ACADÉMICO","308,001,011,353","COLEGIO ANGLOCOLOMBIA","S","URBANO","COMPLETA","08573","PUERTO COLOMBIA","08","ATLANTICO","N","08001","BARRANQUILLA","ATLANTICO","08","67","71","4","61","54","3","56","47","3","58","53","3","75","66","B1","308","57","PUBLICAR","NO"
"TI","COLOMBIA","M","08/05/2003","20,201","SB11202010026899","ESTUDIANTE","COLOMBIA","No","NARIÑO","52","PASTO","52,001","Estrato 2","3 a 4","Dos","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja en el hogar, no trabaja o estudia","Si","No","Si","Si","No","No","Si","No","26 A 100 LIBROS","3 a 5 veces por semana","1 o 2 veces por semana","1 o 2 veces por semana","Peor","Entre 30 y 60 minutos","Más de 3 horas","0","No","079038","352001004658","COL COMFAMILIAR DE NARIÑO SIGLO XXI","MIXTO","NO OFICIAL","B","N","TÉCNICO/ACADÉMICO","352,001,004,658","COL COMFAMILIAR DE NARIÑO SIGLO XXI","S","URBANO","MAÑANA","52001","PASTO","52","NARIÑO","N","52001","PASTO","NARIÑO","52","61","51","3","62","54","3","62","64","3","62","66","3","53","27","A1","305","56","PUBLICAR","NO"
"TI","COLOMBIA","M","08/05/2003","20,201","SB11202010027698","ESTUDIANTE","COLOMBIA","No","VALLE","76","CALI","76,001","Estrato 3","3 a 4","Dos","Educación profesional completa","Educación profesional completa","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Si","Si","Si","Si","Si","Si","No","Si","26 A 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Peor","Entre 1 y 2 horas","Entre 1 y 3 horas","0","No","016709","376001002074","CORPORACION COLEGIO AMERICAS UNIDAS","MIXTO","NO OFICIAL","B","N","ACADÉMICO","376,001,002,074","CORPORACION COLEGIO AMERICAS UNIDAS","S","URBANO","MAÑANA","76001","CALI","76","VALLE","N","76001","CALI","VALLE","76","69","80","4","79","97","4","73","93","4","74","94","4","77","72","B1","370","93","PUBLICAR","NO"
"TI","COLOMBIA","M","08/05/2003","20,201","SB11202010027920","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 4","3 a 4","Tres","Educación profesional completa","Postgrado","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","Si","Si","Si","Si","Si","No","Si","26 A 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Igual","30 minutos o menos","Entre 1 y 3 horas","0","No","062190","425175000756","GIMN CAMP PARA LA EDUCACION INTEGRAL GICEI","MIXTO","NO OFICIAL","B","N","ACADÉMICO","425,175,000,756","GIMN CAMP PARA LA EDUCACION INTEGRAL GICEI","S","RURAL","COMPLETA","25175","CHÍA","25","CUNDINAMARCA","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","67","73","4","80","98","4","71","89","4","70","85","3","73","62","B1","360","89","PUBLICAR","NO"
"TI","COLOMBIA","M","08/05/2003","20,201","SB11202010028001","ESTUDIANTE","COLOMBIA","No","VALLE","76","CAICEDONIA","76,122","Estrato 3","5 a 6","Seis o mas","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción","Si","Si","Si","Si","Si","Si","Si","Si",,"Todos o casi todos los días","1 o 2 veces por semana","1 o 2 veces por semana","Igual","No leo por entretenimiento","No Navega Internet","0","No","036897","376001000454","COLEGIO MILITAR JOSE ACEVEDO Y GOMEZ","MIXTO","NO OFICIAL","B","N","ACADÉMICO","376,001,000,454","COLEGIO MILITAR JOSE ACEVEDO Y GOMEZ","S","URBANO","MAÑANA","76001","CALI","76","VALLE","N","76001","CALI","VALLE","76","59","45","3","55","36","3","47","25","2","36","11","1","54","28","A1","248","26","PUBLICAR","NO"
"TI","COLOMBIA","M","08/05/2003","20,201","SB11202010068831","ESTUDIANTE","COLOMBIA","No","VALLE","76","CALI","76,001","Estrato 4","3 a 4","Tres","Educación profesional completa","Educación profesional completa","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja en el hogar, no trabaja o estudia","Si","Si","Si","Si","Si","Si","No","Si","MÁS DE 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","3 a 5 veces por semana","Igual","Entre 30 y 60 minutos","Entre 1 y 3 horas","0","No","156026","376001035843","COLEGIO MAYOR SAN FRANCISCO DE ASIS","MIXTO","NO OFICIAL","B",,"ACADÉMICO","376,001,035,843","COLEGIO MAYOR SAN FRANCISCO DE ASIS - SEDE PRINCIPAL","S","URBANO","MAÑANA","76001","CALI","76","VALLE","N","76001","CALI","VALLE","76","56","36","3","46","19","2","54","42","2","49","33","2","66","48","A2","262","33","PUBLICAR","GENERACION E - GRATUIDAD"
"TI","COLOMBIA","M","09/05/0002","20,201","SB11202010003643","ESTUDIANTE","COLOMBIA","No","VALLE","76","CALI","76,001","Estrato 4","3 a 4","Dos","Educación profesional completa","Postgrado","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)",,,"Si","Si","Si","Si","No","Si","MÁS DE 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Igual","Entre 30 y 60 minutos","Entre 1 y 3 horas","0","No","017061","376001001388","COLEGIO LACORDAIRE","MASCULINO","NO OFICIAL","B","N","ACADÉMICO","376,001,001,388","COLEGIO LACORDAIRE","S","URBANO","COMPLETA","76001","CALI","76","VALLE","N","76001","CALI","VALLE","76","52","27","3","54","34","3","46","23","2","23","1","1","76","69","B1","231","19","PUBLICAR","NO"
"TI","COLOMBIA","M","09/05/0002","20,201","SB11202010021112","ESTUDIANTE","COLOMBIA","No","ATLANTICO","08","BARRANQUILLA","8,001","Estrato 5","3 a 4","Tres","Educación profesional completa","Postgrado","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","Si","Si","Si","Si","Si","No","Si","11 A 25 LIBROS","3 a 5 veces por semana","Todos o casi todos los días","3 a 5 veces por semana","Mejor","Entre 30 y 60 minutos","Entre 1 y 3 horas","0","No","135558","308001077745","COLEGIO REAL (ROYAL SCHOOL)","MIXTO","NO OFICIAL","B",,"ACADÉMICO","308,001,077,745","COLEGIO REAL (ROYAL SCHOOL) - SEDE PRINCIPAL","S","URBANO","COMPLETA","08001","BARRANQUILLA","08","ATLANTICO","N","08001","BARRANQUILLA","ATLANTICO","08","72","87","4","80","98","4","81","100","4","78","98","4","85","92","B+","392","98","PUBLICAR","NO"
"TI","COLOMBIA","M","09/05/0003","20,201","SB11202010007055","ESTUDIANTE","COLOMBIA","No","VALLE","76","CARTAGO","76,147","Estrato 2","3 a 4","Tres","No sabe","Técnica o tecnológica completa","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Si","Si","Si","Si","No","No","Si","No","0 A 10 LIBROS","Todos o casi todos los días","Todos o casi todos los días","3 a 5 veces por semana","Igual","No leo por entretenimiento","Más de 3 horas","0","No","636571","376147000201","INSTITUCIÓN EDUCATIVA DIOCESANA PAULO VI","MASCULINO","NO OFICIAL","B","N","ACADÉMICO","376,147,000,201","INSTITUCIÓN EDUCATIVA DIOCESANA PAULO VI","S","URBANO","MAÑANA","76147","CARTAGO","76","VALLE","N","76147","CARTAGO","VALLE","76","67","73","4","66","67","3","66","77","3","69","82","3","63","44","A2","333","74","PUBLICAR","NO"
"TI","COLOMBIA","M","09/05/0003","20,201","SB11202010015473","ESTUDIANTE","COLOMBIA","No","VALLE","76","CALI","76,001","Estrato 6","3 a 4","Cuatro","Educación profesional completa","Postgrado","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Si","Si","Si","Si","Si","Si","No","Si","26 A 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Igual","30 minutos o menos","Más de 3 horas","0","No","628255","376001002279","COLEGIO COLOMBO BRITÁNICO","MIXTO","NO OFICIAL","B","S","ACADÉMICO","376,001,002,279","COLEGIO COLOMBO BRITÁNICO","S","RURAL","COMPLETA","76001","CALI","76","VALLE","N","76001","CALI","VALLE","76","77","97","4","77","95","4","72","92","4","76","96","4","82","86","B+","380","96","PUBLICAR","NO"
"TI","COLOMBIA","M","09/05/2002","20,201","SB11202010002424","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 4","5 a 6","Cuatro","Postgrado","Postgrado","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","Si","Si","Si","Si","Si","No","Si","26 A 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Nunca o rara vez comemos eso","Igual","No leo por entretenimiento","Entre 1 y 3 horas","0","No","094250","425175000969","GIMNASIO LOS CAOBOS","MIXTO","NO OFICIAL","B","S","ACADÉMICO","425,175,000,969","GIMN LOS CAOBOS","S","RURAL","COMPLETA","25175","CHÍA","25","CUNDINAMARCA","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","69","78","4","65","66","3","58","53","3","60","59","3","75","65","B1","320","65","PUBLICAR","NO"
"TI","COLOMBIA","M","09/05/2002","20,201","SB11202010016714","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 3","3 a 4","Dos","Postgrado","Postgrado","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","No","Si","Si","Si","Si","No","No","11 A 25 LIBROS","Todos o casi todos los días","3 a 5 veces por semana","Todos o casi todos los días","Mejor","Entre 30 y 60 minutos","30 minutos o menos","Más de 30 horas","Si, en efectivo","042473","325175000549","GIMN BRITANICO","MIXTO","NO OFICIAL","B","S","ACADÉMICO","325,175,000,549","GIMN BRITANICO","S","RURAL","COMPLETA","25175","CHÍA","25","CUNDINAMARCA","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","100","100","4","75","91","4","68","83","3","69","82","3","80","80","B+","391","98","PUBLICAR","NO"
"TI","COLOMBIA","M","09/05/2002","20,201","SB11202010029530","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 5","3 a 4","Tres","Postgrado","Postgrado","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","Si","Si","Si","Si","Si","No","No","26 A 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Igual","Entre 1 y 2 horas","Más de 3 horas","0","No","019471","311848002424","COL SAN CARLOS","MASCULINO","NO OFICIAL","B","S","ACADÉMICO","311,848,002,424","COL SAN CARLOS","S","URBANO","COMPLETA","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","79","99","4","71","83","4","70","88","3","82","100","4","100","100","B+","387","98","PUBLICAR","NO"
"TI","COLOMBIA","M","09/05/2002","20,201","SB11202010072157","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 1","7 a 8","Seis o mas","Educación profesional completa","Educación profesional completa","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","Si","Si","Si","Si","Si","No","Si","Si","26 A 100 LIBROS","1 o 2 veces por semana","Todos o casi todos los días","3 a 5 veces por semana","Igual","30 minutos o menos","Entre 30 y 60 minutos","0","Si, en efectivo","140400","311001106118","COLEGIO CENAT","MIXTO","NO OFICIAL","A","N","ACADÉMICO","311,001,106,118","COL CENAT","S","URBANO","SABATINA","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","41","7","2","35","6","1","40","12","1","27","2","1","44","16","A-","182","5","PUBLICAR","NO"
"TI","COLOMBIA","M","09/05/2002","20,201","SB11202010072906","ESTUDIANTE","COLOMBIA","No","SANTANDER","68","BUCARAMANGA","68,001","Estrato 4","3 a 4","Dos","No sabe","Educación profesional completa","No sabe","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","Si","Si","Si","Si","Si","No","No","No","26 A 100 LIBROS","3 a 5 veces por semana","Todos o casi todos los días","3 a 5 veces por semana","Mejor","Entre 30 y 60 minutos","Más de 3 horas","0","No","137026","368001004651","COLEGIO PRINCIPE SAN CARLOS","MIXTO","NO OFICIAL","A","N","ACADÉMICO","368,001,004,651","COL  PRINCIPE SAN CARLOS","S","URBANO","TARDE","68001","BUCARAMANGA","68","SANTANDER","N","68001","BUCARAMANGA","SANTANDER","68","72","88","4","65","64","3","57","50","3","68","79","3","60","39","A2","325","69","PUBLICAR","NO"
"TI","COLOMBIA","M","09/05/2002","20,201","SB11202010074500","ESTUDIANTE","COLOMBIA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"084988","376001007670","COLEGIO LEON DE GREIFF","MIXTO","NO OFICIAL","B","N","TÉCNICO/ACADÉMICO","376,001,007,670","COLEGIO LEON DE GREIFF","S","URBANO","TARDE","76001","CALI","76","VALLE","N","76001","CALI","VALLE","76","60","49","3","65","63","3","62","66","3","52","39","2","61","41","A2","299","52","PUBLICAR","NO"
"TI","COLOMBIA","M","09/05/2003","20,201","SB11202010009454","ESTUDIANTE","COLOMBIA","No","VALLE","76","CALI","76,001","Estrato 4","5 a 6","Cuatro","Técnica o tecnológica completa","Técnica o tecnológica completa","Trabaja por cuenta propia (por ejemplo plomero, electricista)","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","Si","Si","Si","Si","Si","Si","Si","Si","11 A 25 LIBROS","Todos o casi todos los días","Todos o casi todos los días","1 o 2 veces por semana","Igual","No leo por entretenimiento","Entre 1 y 3 horas","0","No","058727","376001028219","COLEGIO COMFANDI EL PRADO","MIXTO","NO OFICIAL","B","N","TÉCNICO","376,001,028,219","COLEGIO COMFANDI EL PRADO","S","URBANO","MAÑANA","76001","CALI","76","VALLE","N","76001","CALI","VALLE","76","69","78","4","74","90","4","68","83","3","74","92","4","75","65","B1","358","87","PUBLICAR","NO"
"TI","COLOMBIA","M","09/05/2003","20,201","SB11202010014711","ESTUDIANTE","COLOMBIA","Si","CAUCA","19","PUERTO TEJADA","19,573","Estrato 2","1 a 2","Dos","No sabe","Técnica o tecnológica completa","No aplica","Trabaja en el hogar, no trabaja o estudia","Si","Si","Si","Si","Si","No","Si","No","26 A 100 LIBROS","3 a 5 veces por semana","Todos o casi todos los días","Todos o casi todos los días","Igual","30 minutos o menos","Entre 1 y 3 horas","0","No","118919","319573000508","COLEGIO COMFACAUCA","MIXTO","NO OFICIAL","B","N","TÉCNICO","319,573,000,508","COLEGIO COMFACAUCA","S","URBANO","MAÑANA","19573","PUERTO TEJADA","19","CAUCA","N","19698","SANTANDER DE QUILICHAO","CAUCA","19","66","68","4","64","62","3","60","59","3","73","91","4","70","55","B1","330","72","PUBLICAR","NO"
"TI","COLOMBIA","M","09/05/2003","20,201","SB11202010019374","ESTUDIANTE","COLOMBIA","No","CUNDINAMARCA","25","CHÍA","25,175","Estrato 5","5 a 6","Cuatro","Educación profesional incompleta","Educación profesional incompleta","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Si","Si","Si","Si","Si","Si","No","Si","MÁS DE 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","3 a 5 veces por semana","Igual","30 minutos o menos","Más de 3 horas","0","No","042473","325175000549","GIMN BRITANICO","MIXTO","NO OFICIAL","B","S","ACADÉMICO","325,175,000,549","GIMN BRITANICO","S","RURAL","COMPLETA","25175","CHÍA","25","CUNDINAMARCA","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","66","69","4","63","59","3","63","68","3","56","49","3","83","88","B+","318","64","PUBLICAR","NO"
